stride_id,timestamp,is_baseline,gait_state,gait_state_id,confidence,nearest_distance,d_patient,d_healthy,d_target,healthy_region_threshold,inside_healthy_region,manifold_deviation,delta_healthy,stride_time,swing_time,stance_time,swing_ratio,stance_ratio,swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_rms,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,assist_score,raw_assist_gain,e_manifold,e_baseline,e_healthy,assist_mode,e_swing,e_excursion,deviation_score,assist_gain,gain_delta,target_belt_length,ood_flag,ood_engaged,valid
26,44.34460450000006,0,S0,0,1.0,0.4772256805822803,0.4772256805822803,0.4013699952208696,0.4013699952208696,0.8213994393425422,1,0.0,0.15554899863854665,1.6800364180000997,0.6199096529999295,1.0601267650001702,0.36898584242469246,0.6310141575753075,0.5847504972670226,belt_cycle,,,,113.50000000000001,518.2,0.11800660630785813,0.11800660630785813,1.1487871040491353,0.09164640034275473,0.0,,0.0,0.02749392010282642,healthy_reference:0p6,BIOMECH_DEFICIT_ONLY,0.01374696005141321,0.010997568041130569,0.4886416717573253,0.5896433205418848,0.4886416717573253,healthy_directed,0.2554424254992485,0.06422532465950337,0.33379862846033787,0.0,0.0,-119.56825161053969,0,0,1
27,45.895198372000095,0,S0,0,1.0,0.6700386071568653,0.6700386071568653,0.6582367094747406,0.6582367094747406,0.8213994393425422,1,0.0,-0.10131771561532432,1.5505938720000358,0.6710632879999139,0.879530584000122,0.43277824072291854,0.5672217592770814,0.76297891194176,belt_cycle,,,,130.7,630.6,0.12346665733393493,0.12346665733393493,1.2572069954162504,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,0.8013600666706091,0.8278762130595686,0.8013600666706091,healthy_directed,0.2761608936526355,0.0,0.4835283014310952,0.0,0.0,-119.56825161053969,0,0,1
28,47.524367397000105,0,S0,0,1.0,0.5850107757143375,0.5850107757143376,0.5221778578601708,0.5221778578601708,0.8213994393425422,1,0.0,0.03474113599924544,1.6291690250000102,0.612936455999936,1.0162325690000742,0.37622643605069284,0.6237735639493072,0.6031458493827225,belt_cycle,,,,122.80000000000001,555.4,0.11351155390814448,0.11351155390814448,1.1105134724368648,0.01924046408275093,0.0,,0.0,0.005772139224825279,healthy_reference:0p6,BIOMECH_DEFICIT_ONLY,0.0028860696124126395,0.0023088556899301116,0.6357173292912497,0.7228188054006286,0.6357173292912497,healthy_directed,0.1951041452825787,0.0,0.3763899082303984,0.0,0.0,-119.56825161053969,0,0,1
29,49.17548503800003,0,S0,0,1.0,0.5277557538827191,0.527755753882719,0.42735731204924166,0.42735731204924166,0.8213994393425422,1,0.0,0.12956168181017458,1.651117640999928,0.6488690010000937,1.0022486399998343,0.39298774653460444,0.6070122534653956,0.6474132017781545,belt_cycle,,,,120.79999999999998,593.9,0.12439946031748776,0.12439946031748776,1.1489800179905085,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,0.5202795273287543,0.6520765076489614,0.5202795273287543,healthy_directed,0.05542655791664862,0.0,0.2767677310393717,0.0,0.0,-119.56825161053969,0,0,1
30,50.77564340399999,0,S0,0,1.0,0.4584277194530969,0.4584277194530969,0.3930545981813245,0.3930545981813245,0.8213994393425422,1,0.0,0.16386439567809175,1.6001583659999596,0.6597408850000193,0.9404174809999404,0.4122972444591374,0.5877027555408626,0.7015404310631493,belt_cycle,,,,121.7,611.0,0.13255234273470573,0.13255234273470573,1.3054183742955445,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,0.4785182206794906,0.5664172187820111,0.4785182206794906,healthy_directed,0.10548592478779271,0.0,0.2709048877760831,0.0,0.0,-119.56825161053969,0,0,1
31,52.41555441500009,0,S0,0,1.0,0.8100144265608229,0.8100144265608228,0.7113569516778743,0.7113569516778743,0.8213994393425422,1,0.0,-0.15443795781845804,1.6399110110000947,0.6315808279998691,1.0083301830002256,0.38513115880275817,0.6148688411972418,0.6263631086799748,belt_cycle,,,,130.1,621.9,0.1198196054403399,0.1198196054403399,1.0577333303473364,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,0.8660304811593891,1.0,0.8660304811593891,healthy_directed,0.12089812234870093,0.0,0.4692846772843048,0.0,0.0,-119.56825161053969,0,0,1
32,54.024452595999946,0,S0,0,1.0,0.9148053991724245,0.9148053991724245,0.8414999231959672,0.8414999231959672,0.8213994393425422,0,0.07507823538766177,-0.284580929336551,1.6088981809998586,0.6600984609999614,0.9487997199998972,0.41027982304619154,0.5897201769538085,0.6957194938885869,belt_cycle,,,,103.4,340.7,0.12359342319137304,0.12359342319137304,1.1845100432452584,0.0,0.0,,0.0,0.0,healthy_reference:0p6,MANIFOLD_DEVIATION_ONLY,0.0,0.0,1.0,1.0,1.0,healthy_directed,0.08867407967991052,0.23648368783958293,0.5738989614718898,0.0,0.0,-119.56825161053969,0,0,1
33,55.65625266200004,0,S0,0,1.0,0.48385330359582,0.48385330359582,0.4447466865147133,0.4447466865147133,0.8213994393425422,1,0.0,0.11217230734470296,1.6318000660000962,0.6399306060000072,0.991869460000089,0.3921623851680672,0.6078376148319328,0.645176237203583,belt_cycle,,,,105.30000000000001,535.1,0.12253234757761608,0.12253234757761608,1.1425405420495547,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,0.541449951403295,0.5978321791888779,0.541449951403295,healthy_directed,0.0623045693044592,0.2040786492215481,0.3302320763372949,0.0,0.0,-119.56825161053969,0,0,1
34,57.23588768200011,0,S0,0,1.0,0.6034875819512703,0.6034875819512703,0.5202626599759556,0.5202626599759556,0.8213994393425422,1,0.0,0.03665633388346068,1.5796350200000688,0.651300554999807,0.9283344650002618,0.41231078493041934,0.5876892150695807,0.7015796348782799,belt_cycle,,,,109.69999999999999,386.4,0.12247552114315587,0.12247552114315587,1.3381609613332583,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,0.6333857013493702,0.745648099434556,0.6333857013493702,healthy_directed,0.10559876204847551,0.1290354018955733,0.37417955966834243,0.0,0.0,-119.56825161053969,0,0,1
35,58.92456593099996,0,S0,0,1.0,0.7531797683112719,0.7531797683112719,0.6820751035934826,0.6820751035934826,0.8213994393425422,1,0.0,-0.12515610973406632,1.6886782489998495,0.6399669639999956,1.0487112849998539,0.3789750737768001,0.6210249262231998,0.6102413249039127,belt_cycle,,,,129.1,566.7,0.1156022743976786,0.1156022743976786,1.2270248106455877,0.0,0.0,,0.0,0.0,healthy_reference:0p6,IN_RANGE,0.0,0.0,0.8303817496386697,0.9306025170526327,0.8303817496386697,healthy_directed,0.1721988308983513,0.0,0.46685052408884026,0.0,0.0,-119.56825161053969,0,0,1
